Title,Date Time,Category
Macaulay has an emotional reunion with Home Alone mom at Hollywood Walk of Fame,"Published on Dec 02, 2023 05:43 PM IST",hollywood
Shah Rukh Khan's advice to fan who doesn't want to live in Canada anymore,"Published on Dec 02, 2023 05:00 PM IST",bollywood
Rashmika Mandanna reacts to Alia Bhatt calling her performance in Animal special,"Published on Dec 02, 2023 04:38 PM IST",bollywood
"Ranveer on facing â€˜scepticismâ€™ post Don 3 announcement, replacing Shah Rukh Khan","Published on Dec 02, 2023 04:23 PM IST",bollywood
"Inside Kareena Kapoor's massive closet full of designer bags, shoes and mirrors","Published on Dec 02, 2023 04:15 PM IST",bollywood
"Avika Gor: Have married at least 20 times on-screen, I know what marriage means","Updated on Dec 02, 2023 06:33 PM IST",web series
Bigg Boss 17: Everyone is crying in the new promo because of this person,"Published on Dec 02, 2023 03:00 PM IST",tv
"Sunil teases Australia tour, fight with Kapil as they reunite for Netflix show","Published on Dec 02, 2023 02:46 PM IST",web series
"Suhana Khan reveals how she deals with trolls, mean comments","Published on Dec 02, 2023 02:45 PM IST",bollywood
"On Silk Smitha's birth anniversary, Chandrika Ravi announces a biopic on her","Published on Dec 02, 2023 02:07 PM IST",telugu cinema
Susan Sarandon apologises after pro-Palestinian rally remarks: Phrasing was a terrible mistake,"Published on Dec 02, 2023 01:57 PM IST",entertainment
Spanish Twitch streamer robbed at gunpoint on live-stream,"Published on Dec 02, 2023 01:47 PM IST",others
"Shah Rukh Khan says this when fan asks about action in Dunki, Jawan and Pathaan","Published on Dec 02, 2023 01:32 PM IST",bollywood
"SS Rajamouliâ€™s son calls Ranbir â€˜mass superstar,â€™ Nani is all praise for Animal","Published on Dec 02, 2023 12:40 PM IST",telugu cinema
Animal worldwide box office collection day 1: Ranbir Kapoor film mints â‚¹116 cr,"Published on Dec 02, 2023 12:03 PM IST",bollywood
Pushpa The Rule shooting postponed due to Allu Arjunâ€™s health,"Published on Dec 02, 2023 11:49 AM IST",telugu cinema
"Alia Bhatt reviews Ranbir's Animal; praises him as a father, actor, husband","Published on Dec 02, 2023 11:48 AM IST",bollywood
"Neetu Kapoor misses Rishi Kapoor on Tale of father-son bond, Ranbir Kapoor's 'Animal' release","Published on Dec 02, 2023 11:29 AM IST",entertainment
Animal box office collection day 1: Ranbir film creates history in North America,"Published on Dec 02, 2023 11:17 AM IST",bollywood
Deepika Padukone turns hairstylist for her best friend during London girls trip,"Published on Dec 02, 2023 10:24 AM IST",bollywood
Han So Hee reacts to plastic surgery rumours during live chat,"Published on Dec 02, 2023 10:23 AM IST",tv
Randeep Hooda and Lin Laishram's beautiful wedding video is out. Watch,"Published on Dec 02, 2023 09:37 AM IST",bollywood
Priyanka looks beautiful in red as she enjoys anniversary dinner with Nick Jonas,"Published on Dec 02, 2023 09:35 AM IST",bollywood
"John Nichols, 'The Sterile Cuckoo' writer, dies at 83","Published on Dec 02, 2023 09:33 AM IST",entertainment
"'Twin Peaks' creator David Lynch's wife, Emily Stofle, files for divorce","Published on Dec 02, 2023 09:03 AM IST",entertainment
Taylor Swift will earn over $100 million from Spotify alone this year: Report,"Updated on Dec 02, 2023 09:51 AM IST",music
N/A,"Published on Dec 02, 2023 07:50 AM IST",bollywood
Katrina Kaif adds glam in black saree as she attends Red Sea Film Festival,"Published on Dec 02, 2023 07:18 AM IST",bollywood
Silk Smitha: Throwback to when she wanted to be a character actor like Savitri,"Published on Dec 02, 2023 06:24 AM IST",telugu cinema
Latest entertainment News: Todayâ€™s Live Updates 02-Dec-2023,"Updated on Dec 02, 2023 10:56 PM IST",entertainment
Vikas Kumar recalls biggest compliment for Kaala Paani from Ashutosh Gowariker,"Published on Dec 02, 2023 06:17 AM IST",web series
"Shehnaaz Gill posts picture with grandparents, check out","Updated on Dec 02, 2023 06:32 AM IST",entertainment
"'Salaar: Part 1 - Ceasefire' trailer: Prabhas, Prithviraj Sukumaran grab gaze with their fierce avatar","Updated on Dec 02, 2023 06:24 AM IST",entertainment
Watch: Check out Shanaya Kapoor's workout routine,"Updated on Dec 02, 2023 06:06 AM IST",entertainment
"Suicide Squad anime 2024: Trailer, cast, theme song and more","Published on Dec 01, 2023 10:06 PM IST",anime
Animal box office collection day 1: Ranbir Kapoor film to open at â‚¹60 cr,"Published on Dec 01, 2023 09:48 PM IST",bollywood
Giorgia reveals if Arbaaz Khan's relationship with Malaika Arora affected theirs,"Published on Dec 01, 2023 09:25 PM IST",bollywood
Beyonce surprises fans with new track â€˜My Houseâ€™ in â€˜Renaissance: A Filmâ€™| Watch,"Published on Dec 01, 2023 09:04 PM IST",music
Vir Das shares letter of appreciation from alma mater for International Emmy win,"Published on Dec 01, 2023 07:58 PM IST",web series
Johnny reacts as Ranveer thanks him for 'unknowingly' teaching him about craft,"Published on Dec 01, 2023 07:47 PM IST",bollywood
"Salaar Part 1: Ceasefire trailer - Prabhas, Prithviraj join forces, pack a punch","Updated on Dec 01, 2023 07:29 PM IST",telugu cinema
Latest visuals of Morgan Freeman spotted in New York has fans worried for his he,"Published on Dec 01, 2023 06:56 PM IST",hollywood
Step inside the dreamy wedding venue of Malvika Raaj in Goa,"Published on Dec 01, 2023 06:30 PM IST",bollywood
Kritika Kamra: The industry is quick to judge and typecast you,"Updated on Dec 01, 2023 06:27 PM IST",cinema
Sandeep Reddy Vanga hopes for a chance to work with Shah Rukh Khan,"Published on Dec 01, 2023 05:28 PM IST",bollywood
Chris Hemsworth and Jason Momoa banter as they show off their muscles,"Published on Dec 01, 2023 04:35 PM IST",hollywood
Latest entertainment News: Todayâ€™s Live Updates 01-Dec-2023,"Updated on Dec 01, 2023 10:06 PM IST",entertainment
"Rashmika to star in Vijay, Mrunal Thakurâ€™s Family Star? Hereâ€™s what we know","Published on Dec 01, 2023 04:22 PM IST",telugu cinema
"Tiger 3 bo collection day 19: Salman Khan film earns â‚¹1.85 cr, lowest so far","Published on Dec 01, 2023 03:50 PM IST",bollywood
"""Apne desh ki baahon mein sukoon milne ka hai..."": Shah Rukh Khan","Published on Dec 01, 2023 03:21 PM IST",entertainment
Tiger 3 worldwide box office collection day 19: Salman Khan film grosses â‚¹463 cr,"Published on Dec 01, 2023 02:40 PM IST",bollywood
Naga Chaitanya on why he isnâ€™t bothered about dating rumours anymore,"Updated on Dec 01, 2023 02:28 PM IST",telugu cinema
"Dunki Drop 3: Nikle The Kabhi Hum Ghar Se, SRK unveils his favourite Dunki song","Published on Dec 01, 2023 02:13 PM IST",bollywood
KBC 15 contestant leaves Amitabh Bachchan in splits with funny anecdotes. Watch,"Published on Dec 01, 2023 02:00 PM IST",tv
BTSâ€™ Jungkook's Standing Next To You Usher remix enters US iTunes in record time,"Updated on Dec 01, 2023 01:51 PM IST",music
Animal movie review: Ranbir's action tale is misogynistic yet it entertains,"Published on Dec 01, 2023 01:42 PM IST",bollywood
N/A,"Published on Dec 01, 2023 01:07 PM IST",bollywood
Sam Bahadur Twitter reviews hail Vicky Kaushal as Sam Manekshaw,"Published on Dec 01, 2023 12:23 PM IST",bollywood
Taylor Swift's publicist slams gossip account for spreading slanderous lies,"Updated on Dec 01, 2023 12:18 PM IST",hollywood
Nicole Kidman faces thin â€˜body shamingâ€™ online while supporting Australian music,"Published on Dec 01, 2023 11:53 AM IST",hollywood
Animal Twitter reviews all praise Ranbir Kapoor's 'insane blockbuster film',"Published on Dec 01, 2023 11:47 AM IST",bollywood
Dhootha review: Vikram plays to his strengths in Naga Chaitanyaâ€™s web debut,"Published on Dec 01, 2023 11:46 AM IST",web series
Lee Dong Wook and SHINee's Minho chosen as Global Ambassadors for the Olympics,"Updated on Dec 01, 2023 11:15 AM IST",music
Akshay Kumar: I wanted to provide an international platform for kids,"Published on Dec 01, 2023 10:34 AM IST",cinema
"Randeep Hooda, Lin Laishram make first appearance as they return to Mumbai","Published on Dec 01, 2023 10:06 AM IST",bollywood
"December upcoming web series: Dhootha, BTS Monuments, The Freelancer, The Crown","Updated on Dec 01, 2023 04:23 PM IST",web series
"Taylor Swift, Blake Lively, more glam up for BeyoncÃ©'s Renaissance Film Premiere","Updated on Dec 01, 2023 09:30 AM IST",music
Ranveer Singh honoured by Sharon Stone at Red Sea fest; poses with Johnny Depp,"Published on Dec 01, 2023 08:28 AM IST",bollywood
Furiosa trailer unlocks Anya Taylor-Joy's fierce rise in the Mad Max saga: watch,"Published on Dec 01, 2023 08:25 AM IST",hollywood
Gerry Turner reflects on failed dating experiences after wife's passing,"Published on Dec 01, 2023 08:06 AM IST",tv
"Animal movie review highlights: Bobby Deol smiles, says, â€˜God has been kindâ€™","Updated on Dec 01, 2023 07:31 PM IST",bollywood
Kelly Clarksonâ€™s legal win: Ex Brandon Blackstock ordered to Pay $2.6 Million,"Published on Dec 01, 2023 07:42 AM IST",hollywood
Priyanka Chopra and Nick Jonas pack PDA in NYC on 5th wedding anniversary,"Published on Dec 01, 2023 07:02 AM IST",bollywood
BTSâ€™ V to serve in South Korea's counter-terrorism unit: Report,"Published on Dec 01, 2023 06:46 AM IST",music
"December upcoming movies: Dunki, Animal, The Archies, Salaar, Sam Bahadur, Joram","Published on Dec 01, 2023 06:23 AM IST",bollywood
"Sam Bahadur movie review: Facile, forgettable vignette reel powered by Vicky","Published on Dec 01, 2023 06:16 AM IST",bollywood
"Taylor Swift attends BeyoncÃ©'s Renaissance premiere in London, without Travis","Updated on Dec 01, 2023 06:03 AM IST",music
"Meet Ashley Tolbert, Player 278, 'the most hated' in Squid Game: The Challenge","Published on Dec 01, 2023 05:31 AM IST",web series
Sofia Vergara transforms into Miami's drug queen in Netflix's Griselda | Watch,"Published on Nov 30, 2023 10:13 PM IST",web series
"Ranbir-Alia, Rashmika, Bobby among others attend 'Animal' screening in Mumbai","Published on Nov 30, 2023 09:34 PM IST",entertainment
Kho Gaye Hum Kahan first song takes bits from the actors' real-life Instagram,"Published on Nov 30, 2023 08:40 PM IST",bollywood
Shah Rukh Khan patiently waits for security check at Mumbai airport. Watch,"Updated on Nov 30, 2023 09:02 PM IST",bollywood
Katrina Kaif lauds Vicky Kaushal's performance as Sam Bahadur,"Updated on Nov 30, 2023 08:03 PM IST",bollywood
"Malvika Raaj, young Poo from Kabhi Khushi Kabhie Gham, ties the knot","Published on Nov 30, 2023 07:08 PM IST",bollywood
Pokemon Horizons anime announces US premiere date with new trailer | Watch,"Published on Nov 30, 2023 06:53 PM IST",anime
Sam Bahadur advance booking: Vicky Kaushal film collects â‚¹2 crore gross already,"Published on Nov 30, 2023 06:41 PM IST",bollywood
N/A,"Published on Nov 30, 2023 06:37 PM IST",hollywood
KWK: Rani Mukerji blames Karan for not casting older stars; he's speechless,"Published on Nov 30, 2023 06:09 PM IST",bollywood
Prithviraj Sukumaran's survival adventure 'The Goat Life' to release on this date,"Published on Nov 30, 2023 06:02 PM IST",entertainment
"Farzi, Rana Naidu, Jubilee: IMDb announces 10 most popular web series of 2023","Published on Nov 30, 2023 05:44 PM IST",web series
Jack Antonoff seemingly reveals Taylor Swift and Joe Alwyn's breakup timeline,"Published on Nov 30, 2023 04:53 PM IST",music
Bobby is neither Ranbir's step brother nor mute in Animal: Sandeep Reddy Vanga,"Published on Nov 30, 2023 04:30 PM IST",bollywood
"Shah Rukhâ€™s Jawan, Vijayâ€™s Leo in IMDb top 10 movies of 2023; see full list","Published on Nov 30, 2023 04:24 PM IST",bollywood
Randeep Hooda-Lin opt for all things subtle at Imphal wedding,"Published on Nov 30, 2023 04:00 PM IST",cinema
Sam Bahadur first reactions: Abhishek Bachchan applauds Vicky Kaushal,"Published on Nov 30, 2023 03:16 PM IST",bollywood
Jawan child actor Seeza: Shah Rukh uncle used to ask me to kiss on my forehead,"Updated on Nov 30, 2023 03:16 PM IST",cinema
Bianca Censori carries stuffed animal during outing with Kanye West in Dubai,"Published on Nov 30, 2023 03:12 PM IST",music
"Koffee with Karan S8: Kajol, Rani Mukerji don't need a Shah Rukh Khan anymore","Published on Nov 30, 2023 03:02 PM IST",bollywood
Animal BO prediction: Ranbir Kapoor set for career-best opening of â‚¹100 cr,"Published on Nov 30, 2023 02:48 PM IST",bollywood
"Vijay, Rashmika vacay pics shown at Hi Nanna event. Mrunal surprised; fans mad","Published on Nov 30, 2023 02:20 PM IST",telugu cinema
"Priyanka Chopra, Kiren Rijiju, Vijay Varma congratulate Randeep and Lin Laishram","Published on Nov 30, 2023 01:34 PM IST",bollywood
Twitter thread explains Taylor Swift's Spotify pic's 20 Easter Eggs,"Published on Nov 30, 2023 01:30 PM IST",music
"Nagarjuna, Nani, Rana and others vote at Telangana assembly elections 2023","Published on Nov 30, 2023 12:38 PM IST",telugu cinema
Fans notice Travis Kelce's mom listening to Taylor Swift song: â€˜You are awesome',"Published on Nov 30, 2023 12:29 PM IST",music
Sabrina Carpenter says 'Jesus was a carpenter'; Twitter reacts: â€˜Sheâ€™s iconicâ€™,"Published on Nov 30, 2023 11:47 AM IST",music
"Sebastian Stan to play Donald Trump in star-studded biopic, The Apprentice","Published on Nov 30, 2023 11:25 AM IST",hollywood
Telangana Assembly polls: Actor Srikanth urges people to vote to show power of democracy,"Published on Nov 30, 2023 10:40 AM IST",entertainment
"Telangana assembly polls: Chiranjeevi, Allu Arjun urge fans to vote responsibly","Published on Nov 30, 2023 10:38 AM IST",telugu cinema
Sandeep Reddy Vanga explains Rashmika Mandanna's viral Animal scene,"Published on Nov 30, 2023 10:36 AM IST",bollywood
Vir Das shows handwritten note Priyanka Chopra sent him after his Emmy win,"Published on Nov 30, 2023 09:31 AM IST",web series
"""Voting is our responsibility"": MM Keeravani after exercising his franchise in Telangana Assembly polls","Updated on Nov 30, 2023 09:10 AM IST",entertainment
Priyanka Chopra and Malti's new pics from LA wow fans: 'She's the cutest',"Published on Nov 30, 2023 09:01 AM IST",bollywood
"Taylor Swift, Travis Kelce visit Brittany, Patrick Mahomes at Kansas City home","Published on Nov 30, 2023 08:45 AM IST",others
KWK: Kajol and Rani open up about why they weren't friends earlier,"Updated on Nov 30, 2023 07:50 AM IST",web series
Why is everyone hating player 065 in Squid Game: The Challenge?,"Published on Nov 30, 2023 07:43 AM IST",web series
"Randeep Hooda, Lin Laishram share first official wedding pics","Published on Nov 30, 2023 06:28 AM IST",bollywood
N/A,"Published on Nov 30, 2023 06:18 AM IST",bollywood
"Rubina Dilaik, Abhinav Shukla expecting twins: â€˜It came as a double surpriseâ€™","Published on Nov 30, 2023 06:17 AM IST",tv
Megyn Kelly slams Gigi Hadid over false claims about Israel as model apologises,"Published on Nov 29, 2023 11:01 PM IST",entertainment
"Ace designer Rohit Bal still critical, remains on ventilator support","Published on Nov 29, 2023 10:56 PM IST",entertainment
"Vicky Kaushal, Katrina Kaif walk hand in hand for Sam Bahadur screening. Watch","Published on Nov 29, 2023 10:03 PM IST",bollywood
Bigg Boss 17: Karan Johar to replace Salman Khan on Weekend Ka Vaar this week,"Published on Nov 29, 2023 09:47 PM IST",tv
Michael Douglas speaks in Hindi with some help from Ayushmann Khurrana. Watch,"Updated on Nov 29, 2023 10:03 PM IST",hollywood
"Spotify Wrapped 2023: BTS' Jungkook, Jimin and BLACKPINK dominate charts","Published on Nov 29, 2023 08:44 PM IST",music
"Randeep Hooda, Lin Laishram are married. Check out first pictures from wedding","Published on Nov 29, 2023 07:22 PM IST",bollywood
"â€˜This is..â€™, Taylor Swift reacts as sheâ€™s named 2023 Spotifyâ€™s Global Top Artist","Published on Nov 29, 2023 07:17 PM IST",music
"2023 MAMA Awards day 2 winners: SEVENTEEN wins big, Seungkwan cries over Moonbin","Published on Nov 29, 2023 06:44 PM IST",music
Tamil actor Vijayakanth's health mildly deteriorates in hospital,"Published on Nov 29, 2023 06:12 PM IST",tamil cinema
"Kanye West settles with Bianca Censori, has â€˜no plansâ€™ for Christmas with kids","Published on Nov 29, 2023 06:12 PM IST",music
"Parambrata says nobody will watch Pathaan, Jawan if they were made in Bengali","Published on Nov 29, 2023 05:45 PM IST",bollywood
Sonam Kapoor backs sustainable fashion after Alia Bhatt rewore her wedding sari,"Published on Nov 29, 2023 05:45 PM IST",bollywood
"Adivi Sesh, Shruti and Akshara relive nostalgia at 50 Cent concert in Mumbai","Updated on Nov 29, 2023 05:15 PM IST",telugu cinema
"â€˜Luckiest momâ€™, Madonna shares â€˜proudâ€™ moment son Rocco paints a nude model live","Published on Nov 29, 2023 04:39 PM IST",music
Jennifer Aniston urges fans to support Matthew Perry Foundation,"Published on Nov 29, 2023 04:02 PM IST",tv
Ram Charan takes a break from filming to cast his vote in Telangana elections,"Updated on Nov 29, 2023 04:54 PM IST",telugu cinema
"Salman Khan breaks silence on Antim, Kisi Ka Bhai Kisi Ki Jaan failure","Published on Nov 29, 2023 03:43 PM IST",bollywood
Animal advance booking: Ranbir Kapoor film collects â‚¹13.95 crore already,"Published on Nov 29, 2023 03:35 PM IST",bollywood
Taylor Swift Eras Tour film available for streaming in Dec: Here's how to watch,"Published on Nov 29, 2023 03:25 PM IST",music
12th Fail box office collection: Vikrant Massey film crosses â‚¹50 crore,"Published on Nov 29, 2023 02:36 PM IST",bollywood
CBFC deletes close-up shots of an intimate scene in Ranbir Kapoor's Animal,"Published on Nov 29, 2023 02:19 PM IST",bollywood
Nithya Menen and Jayam Ravi unveil first look of Kadhalikka Neramillai,"Published on Nov 29, 2023 02:04 PM IST",tamil cinema
Naruto's live-action adaptation: 3 lessons to learn from One Piece's success,"Updated on Nov 29, 2023 01:50 PM IST",entertainment
"Ranveer Singh rejected Kabir Singh because it was dark, reveals Sandeep Reddy","Published on Nov 29, 2023 01:41 PM IST",bollywood
"'Fallout' first look unveiled, series to stream from this date","Published on Nov 29, 2023 01:26 PM IST",entertainment
Wonka first reactions hail TimothÃ©e's charismatic turn in heartfelt musical,"Published on Nov 29, 2023 01:24 PM IST",hollywood
"BTSâ€™ Jungkook, RM, V, and Jimin to enlist in the military by Dec 11-12: Report","Updated on Nov 29, 2023 01:15 PM IST",entertainment
N/A,"Updated on Nov 29, 2023 12:46 PM IST",bollywood
"Anil Kapoor and Bobby Deol go shirtless in recent pic, Hrithik Roshan reacts","Published on Nov 29, 2023 12:07 PM IST",bollywood
"Preity Zinta celebrates 20th anniversary of 'Kal Ho Naa Ho', calls it ""saddest happy film""","Updated on Nov 29, 2023 11:43 AM IST",entertainment
Randeep Hooda reveals how he met his wife-to-be Lin Laishram,"Published on Nov 29, 2023 11:24 AM IST",bollywood
Taylor Swift has moved into Travis Kelce's $6 million Kansas City house: Report,"Updated on Nov 29, 2023 11:17 AM IST",music
"Uttarakhand tunnel collapse: Akshay Kumar, Vir Das hail rescue of workers","Published on Nov 29, 2023 11:08 AM IST",bollywood
Fans blast Emily Ratajkowski's â€˜fatphobicâ€™ photoshoot: â€˜So out of touch',"Updated on Nov 29, 2023 10:45 AM IST",others
Prashanth Neel reveals he wrote Salaar before KGF,"Published on Nov 29, 2023 10:40 AM IST",telugu cinema
NewJeans outperforms BTSâ€™ Jungkook to rule Apple Musicâ€™s Global Year-End Chart,"Published on Nov 29, 2023 10:07 AM IST",music
Take notes from Deepika Padukone for your winter look,"Published on Nov 29, 2023 09:33 AM IST",entertainment
Suhana Khan praises Alia Bhatt for repeating wedding saree at National Awards,"Published on Nov 29, 2023 09:19 AM IST",bollywood
"Kelly Clarkson flaunts weight loss in chic leather fit, fans rave about her look","Updated on Nov 29, 2023 09:24 AM IST",music
Preity Zinta recalls seeing Yash Johar on sets of Kal Ho Naa Ho last time,"Published on Nov 29, 2023 07:53 AM IST",bollywood
BTS discusses pandemic challenges in BTS Monuments: Beyond The Star trailer,"Updated on Nov 29, 2023 09:32 AM IST",music
Sabrina Carpenter's Feather MV sparks controversy for using NY Catholic church,"Published on Nov 29, 2023 07:26 AM IST",music
Beyonce's mother Tina reacts to claims of the singer 'wanting to be whiteâ€™,"Published on Nov 29, 2023 07:03 AM IST",music
Blackpinkâ€™s first-ever virtual reality K-pop concert in December: How to attend,"Updated on Nov 29, 2023 06:35 AM IST",music
Ranbir Kapoor says Alia Bhatt supported him during intense Animal shoot,"Published on Nov 29, 2023 06:16 AM IST",bollywood
Rishab Shetty says OTT platforms aren't open to the Kannada film industry,"Published on Nov 29, 2023 06:07 AM IST",others
Sean 'Diddy' Combs steps down as Revoltâ€™s chairman amid sexual assault claims,"Published on Nov 29, 2023 05:46 AM IST",music
"Unlock your 2023 Spotify Wrapped: release date, steps to check and share","Published on Nov 29, 2023 05:17 AM IST",music
Michael Douglas honoured with Satyajit Ray Lifetime Achievement Award in India,"Published on Nov 28, 2023 11:46 PM IST",hollywood
"Michael Douglas, Catherine Zeta-Jones vibe to Punjabi music in India | Watch","Published on Nov 28, 2023 11:41 PM IST",hollywood
"BTS' Jungkook teams up with Usher for Standing Next To You remix, fans react","Published on Nov 28, 2023 11:06 PM IST",music
Navya Nanda extends best wishes to rumoured BF Siddhant Chaturvedi for 'Kho Gaye Hum Kahan',"Published on Nov 28, 2023 10:50 PM IST",entertainment
Tiger 3 box office collection day 17: Salman film sees massive drop in India,"Updated on Nov 28, 2023 10:17 PM IST",bollywood
"IFFI: Endless Borders wins Best Film award, Rishab wins special jury award","Published on Nov 28, 2023 10:01 PM IST",others
Salaar director Prasanth Neel says Prabhas-starrer is different from KGF films,"Published on Nov 28, 2023 09:03 PM IST",telugu cinema
"Parineeti Chopra looks dazzling in shimmery attire, pics inside","Published on Nov 28, 2023 09:03 PM IST",entertainment
"Priyanka Chopra drops new pics from F1 Grand Prix, poses with Chris, Liam, Naomi","Published on Nov 28, 2023 08:14 PM IST",hollywood
N/A,"Updated on Nov 28, 2023 08:12 PM IST",telugu cinema
Naga Chaitanya says Samantha Ruth Prabhu's The Family Man â€˜blew his mindâ€™,"Updated on Nov 28, 2023 08:14 PM IST",telugu cinema
2023 MAMA Awards winners: BTS wins Worldwide Fans' Choice and Icon of the Year,"Published on Nov 28, 2023 06:23 PM IST",music
Queer child Pranshu dies by suicide due to bullying; Did we fail as a society?,"Updated on Nov 28, 2023 05:38 PM IST",cinema
Robert De Niro says his anti-Trump speech was edited out at Gotham Awards,"Published on Nov 28, 2023 05:37 PM IST",hollywood
MC Stan: I donâ€™t understand why Bollywood songs have to sound so commercial,"Published on Nov 28, 2023 05:18 PM IST",cinema
Meiyang Chang: Itâ€™s a great time to be a musician,"Updated on Nov 28, 2023 04:59 PM IST",cinema
Ranbir Kapoor wishes he were friends with Rishi Kapoor,"Published on Nov 28, 2023 04:32 PM IST",bollywood
"Taika says he had no interest in directing Thor Ragnarok, reveals why he did it","Published on Nov 28, 2023 04:31 PM IST",hollywood
"Addinath M Kothare: Marathi cinema is content driven, unlike Bollywood","Published on Nov 28, 2023 04:31 PM IST",cinema
Mansoor Ali Khan to file defamation case and sue Trisha days after apology,"Published on Nov 28, 2023 04:27 PM IST",tamil cinema
Vidya Balan at IFFI 2023: My size never mattered to me in front of the camera,"Published on Nov 28, 2023 03:55 PM IST",htcity
Rani Mukerji at IFFI 2023: I promise my audiences I will work till I am 80,"Published on Nov 28, 2023 03:55 PM IST",Impact Feature
Real lives gaining momentum in reel stories on OTT: Makers & actors weigh in,"Published on Nov 28, 2023 03:33 PM IST",cinema
Aditya Dhar pens adorable note for wife Yami Gautam on her birthday,"Published on Nov 28, 2023 03:24 PM IST",entertainment
Ajay Devgn wonders if he proposed to Kajol during Ishq 'with your own ring',"Published on Nov 28, 2023 03:15 PM IST",bollywood
Vicky Kaushal recalls his reaction to Katrina Kaif's towel scene in Tiger 3,"Published on Nov 28, 2023 02:59 PM IST",bollywood
Salman Khan says 90s actors are lucky they're still around after 30 years,"Published on Nov 28, 2023 02:53 PM IST",bollywood
Twinkle Khanna reveals how she and Akshay Kumar are keeping up family traditions,"Published on Nov 28, 2023 02:42 PM IST",bollywood
The true story behind Love Has Won: The Cult of Mother God,"Published on Nov 28, 2023 01:54 PM IST",web series
Ram Gopal Varma reacts as SS Rajamouli compares him with Sandeep Reddy Vanga,"Published on Nov 28, 2023 01:51 PM IST",bollywood
Taylor Swift and Her World: Harvard University to roll out new course,"Updated on Nov 28, 2023 01:19 PM IST",music
Yami Gautam was once kicked out of a show for asking questions: â€˜It felt badâ€™,"Published on Nov 28, 2023 01:01 PM IST",bollywood
Shah Rukh Khan's fan leaves Salman Khan in splits as he turns into Pathaan,"Published on Nov 28, 2023 12:41 PM IST",bollywood
Animal advance booking: Ranbir Kapoor film collects â‚¹9.75 crore,"Published on Nov 28, 2023 12:27 PM IST",bollywood
"Randeep Hooda reaches Imphal, visits temples with Lin Laishram ahead of wedding","Published on Nov 28, 2023 11:47 AM IST",bollywood
G-Dragon and Lee Sun Gyunâ€™s drug probe continues despite negative tests,"Updated on Nov 28, 2023 11:47 AM IST",music
"Karan Johar is emotional on 20 years of KHNH, remembers dad Yash Johar","Published on Nov 28, 2023 11:17 AM IST",bollywood
Meghna Gulzar agrees Deepika's JNU visit did impact their film Chhapaak,"Published on Nov 28, 2023 10:50 AM IST",bollywood
The Voice singer Tom Nitti departs show due to â€˜personal reasonsâ€™,"Published on Nov 28, 2023 10:36 AM IST",music
N/A,"Updated on Nov 28, 2023 10:25 AM IST",hollywood
"Michael Douglas praises PM Narendra Modi at IFFI, says 'India is in good hands'","Published on Nov 28, 2023 10:17 AM IST",hollywood
Vicky Kaushal reveals his worst performance so far,"Published on Nov 28, 2023 10:05 AM IST",bollywood
Travis Kelce's friends see an 'endgame' for him and Taylor Swift,"Updated on Nov 28, 2023 09:28 AM IST",music
Taylor Swift's Eras Tour concert movie crosses $250 million at box office,"Published on Nov 28, 2023 09:08 AM IST",music
Minister sparks controversy at Animal event: â€˜Telugu will rule Hindustan soon',"Published on Nov 28, 2023 08:26 AM IST",bollywood
Babymonster's BATTER UP sets new YouTube record for K-Pop debut MV,"Updated on Nov 28, 2023 08:10 AM IST",music
Ranbir Kapoor smiles as Mahesh Babu calls him â€˜Indiaâ€™s best actor'. Watch,"Published on Nov 28, 2023 07:28 AM IST",bollywood
"â€˜BTSâ€™ V and I drank a bitâ€™, Park Hyung Sik reacts to military enlistment news","Updated on Nov 28, 2023 07:08 AM IST",music
Pranitha Subhash recalls working on multi-starrer Bhuj The Pride of India,"Published on Nov 28, 2023 06:52 AM IST",bollywood
Kal Ho Naa Ho turns 20: Saif Ali Khan's Rohit is the unrequited lover we need,"Published on Nov 28, 2023 06:21 AM IST",bollywood
"Margot Robbie reveals she is unsure about Barbie sequel, â€˜no Barbie 2â€™","Updated on Nov 28, 2023 06:47 AM IST",hollywood
Strong Girl Nam Soon ending & season 2 explained: Pavel's identity shapes fates,"Updated on Nov 28, 2023 05:46 AM IST",web series
More trouble for Kanye West and Bianca Censori? Rapper seen at nightclub alone,"Published on Nov 27, 2023 11:25 PM IST",music
Check out this unseen picture of Parineeti Chopra from her wedding,"Published on Nov 27, 2023 10:30 PM IST",entertainment
Shangri-La Frontier anime announces next arc with new trailer | Watch,"Published on Nov 27, 2023 10:24 PM IST",anime
Matthew Perry's estate to play a major role in deciding the future of Friends,"Published on Nov 27, 2023 10:19 PM IST",tv
Tiger 3 BO collection day 16: Salman Khan film may mint over â‚¹2 cr on 3rd Monday,"Published on Nov 27, 2023 10:00 PM IST",bollywood
"Parambrata Chattopadhyay confirms wedding with Piya Chakraborty, shares pics","Published on Nov 27, 2023 09:21 PM IST",tv
"""Feeling truly blessed and overwhelmed"": Karan Deol drops picture with Dharmendra from his birthday celebration","Published on Nov 27, 2023 09:08 PM IST",entertainment
Taylor Swift's Eras Tour film set to release for streaming with 3 extra songs,"Published on Nov 27, 2023 08:34 PM IST",music
Catherine Zeta-Jones says her children have grown up watching Om Shanti Om,"Published on Nov 27, 2023 08:17 PM IST",hollywood
Vidya says people told her starring in The Dirty Picture will â€˜ruin your careerâ€™,"Published on Nov 27, 2023 08:15 PM IST",bollywood
